Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,109.187500,109.500000,106.625000,107.875000,75.415802,2870300
2000-01-03,112.437500,116.000000,111.875000,116.000000,81.096031,10347700
2000-01-04,114.000000,114.500000,110.875000,112.062500,78.343300,8227800
2000-01-05,112.937500,119.750000,112.125000,116.000000,81.096031,12733200
2000-01-06,118.000000,118.937500,113.500000,114.000000,79.697784,7971900
2000-01-07,117.250000,117.937500,110.625000,113.500000,79.348267,11856700
2000-01-10,117.250000,119.375000,115.375000,118.000000,82.494217,8540500
2000-01-11,117.875000,121.125000,116.625000,119.000000,83.193336,7873300
2000-01-12,119.625000,122.000000,118.250000,119.500000,83.542885,6803800
2000-01-13,119.937500,121.000000,115.750000,118.250000,82.668999,8489700
2000-01-14,120.937500,123.312500,117.500000,119.625000,83.630272,10956600
2000-01-18,119.687500,119.750000,115.000000,115.750000,80.921211,7643900
2000-01-19,115.562500,122.000000,112.687500,119.500000,83.542885,8634500
2000-01-20,123.000000,124.750000,119.000000,119.000000,83.193336,17783400
2000-01-21,121.875000,123.000000,119.937500,121.500000,84.941071,7868700
2000-01-24,121.875000,122.875000,116.562500,121.500000,84.941071,6499200
2000-01-25,116.750000,119.500000,116.000000,119.125000,83.280746,6936900
2000-01-26,119.062500,119.937500,116.000000,116.750000,81.620346,4895100
2000-01-27,118.000000,118.437500,111.625000,113.500000,79.348267,8324600
2000-01-28,112.750000,114.187500,110.062500,111.562500,77.993713,6669400
2000-01-31,111.375000,112.812500,109.625000,112.250000,78.474335,6202700
2000-02-01,112.375000,113.437500,109.125000,110.000000,76.901360,7304700
2000-02-02,112.000000,115.812500,110.375000,113.500000,79.348267,7707700
2000-02-03,115.000000,117.500000,114.062500,117.125000,81.882484,6213800
2000-02-04,118.187500,118.437500,114.812500,115.625000,80.833870,5405300
2000-02-07,116.000000,116.875000,113.125000,114.125000,79.785179,5779500
2000-02-08,116.937500,119.000000,116.187500,118.812500,83.149666,5464300
2000-02-09,119.000000,119.750000,117.000000,117.375000,82.143639,5374700
2000-02-10,117.687500,119.125000,116.875000,119.125000,83.368393,4446600
2000-02-11,119.062500,119.437500,114.562500,115.375000,80.743973,5749400
2000-02-14,116.000000,116.375000,114.500000,116.062500,81.225105,4544000
2000-02-15,115.875000,117.437500,113.875000,117.125000,81.968704,5177500
2000-02-16,116.500000,117.312500,115.250000,115.750000,81.006409,3966900
2000-02-17,116.500000,118.875000,115.750000,116.750000,81.706268,5237500
2000-02-18,115.250000,115.937500,111.500000,112.500000,78.731926,7673400
2000-02-22,112.000000,113.437500,108.750000,111.000000,77.682159,7654800
2000-02-23,110.500000,110.500000,108.500000,108.750000,76.107536,7435300
2000-02-24,108.812500,111.000000,108.187500,110.500000,77.332237,9112000
2000-02-25,109.875000,109.875000,104.937500,108.000000,75.582657,10312200
2000-02-28,104.625000,106.500000,103.937500,104.500000,73.133224,8479900
2000-02-29,105.562500,105.562500,100.937500,102.750000,71.908470,10484900
2000-03-01,102.000000,105.500000,100.062500,100.250000,70.158905,10807800
2000-03-02,100.500000,105.437500,99.500000,103.125000,72.170959,11192900
2000-03-03,107.250000,110.000000,106.062500,108.000000,75.582657,10162800
2000-03-06,109.937500,111.000000,101.000000,103.062500,72.127190,10747400
2000-03-07,106.000000,107.000000,101.687500,103.000000,72.083450,10035100
2000-03-08,103.000000,106.875000,102.750000,106.250000,74.357956,8376400
2000-03-09,106.500000,108.000000,104.125000,108.000000,75.582657,6334100
2000-03-10,107.625000,109.000000,105.000000,105.250000,73.658066,7093200
2000-03-13,104.000000,109.000000,102.500000,107.687500,75.363968,7871000
2000-03-14,107.750000,110.000000,107.375000,108.625000,76.020073,7973700
2000-03-15,107.500000,108.250000,106.125000,107.000000,74.882813,5665900
2000-03-16,109.000000,109.812500,107.875000,109.000000,76.282494,6622500
2000-03-17,108.250000,111.687500,107.687500,110.000000,76.982338,8857300
2000-03-20,110.000000,113.375000,109.937500,112.750000,78.906891,6563500
2000-03-21,112.812500,114.687500,111.937500,113.500000,79.431786,6771600
2000-03-22,114.500000,115.375000,113.875000,114.250000,79.956680,6137800
2000-03-23,115.875000,115.875000,111.625000,115.250000,80.656509,6492400
2000-03-24,115.375000,122.250000,115.062500,120.625000,84.418137,12125600
2000-03-27,125.000000,128.250000,124.625000,126.875000,88.792130,11862900
2000-03-28,125.750000,127.000000,122.062500,122.500000,85.730354,8149600
2000-03-29,122.312500,122.437500,118.500000,119.000000,83.280907,7312300
2000-03-30,118.875000,123.000000,118.687500,122.750000,85.905266,9158000
