Date,sp500,dtb3,aig,ibm,ford,xom
2004-08-18,1095.17,1.46,1067.142,61.34108,10.239698,30.955807
2004-08-19,1091.23,1.45,1064.5496,61.16814,10.024879,31.14922
2004-08-20,1098.35,1.46,1075.2252,61.427528,10.103646,31.25975
2004-08-23,1095.6801,1.52,1071.7174,60.995197,10.05352,31.080141
2004-08-24,1096.1899,1.52,1073.8528,61.038448,9.960431,30.983423
2004-08-25,1104.96,1.52,1084.3761,61.29781,9.996236,31.218307
2004-08-26,1105.09,1.52,1078.7333,61.024059,10.003398,31.25975
2004-08-27,1107.77,1.53,1081.6312,61.204182,10.110806,31.391027
2004-08-30,1099.15,1.59,1081.021,60.815086,9.996236,31.176861
2004-08-31,1104.24,1.57,1086.5115,61.024059,10.103646,31.846958
2004-09-01,1105.91,1.55,1070.8588,60.685356,9.95327,32.081829
2004-09-02,1118.3101,1.57,1096.3303,60.937565,10.282661,32.45488
2004-09-03,1113.63,1.62,1094.4999,60.807842,10.17525,32.510147
2004-09-07,1121.3,1.64,1108.2264,61.2258,10.425873,32.572311
2004-09-08,1116.27,1.62,1106.7014,61.867069,10.203894,32.517063
2004-09-09,1118.38,1.61,1098.1606,62.285004,10.146608,32.800297
2004-09-10,1123.92,1.63,1096.7874,62.515591,9.996236,32.724308
2004-09-13,1125.8199,1.64,1085.6534,62.321011,10.096487,32.814106
2004-09-14,1128.33,1.63,1090.5343,62.486767,10.010559,32.793388
2004-09-15,1120.37,1.64,1086.2635,62.234577,9.888827,32.765751
2004-09-16,1123.5,1.64,1090.0768,62.054409,9.989075,32.848648
2004-09-17,1128.55,1.68,1093.2798,61.780605,10.182411,33.415138
2004-09-20,1122.2,1.7,1086.5687,61.751774,10.117967,33.304588
2004-09-21,1129.3,1.69,1081.9932,61.766167,10.189572,34.188854
2004-09-22,1113.5601,1.68,1066.4357,60.750206,10.024879,33.753654
2004-09-23,1108.36,1.69,1056.5219,60.440361,9.881664,32.993725
2004-09-24,1110.11,1.7,1054.3862,60.8367,9.881664,33.042084
2004-09-27,1103.52,1.72,1046.9125,60.642128,9.946114,33.131882
2004-09-28,1110.0601,1.69,1042.6425,60.87273,9.967596,33.525665
2004-09-29,1114.8,1.69,1044.7777,61.232998,9.924626,33.263145
2004-09-30,1114.58,1.68,1036.999,61.780605,10.060679,33.387493
2004-10-01,1131.5,1.67,1048.1331,62.486767,10.160932,33.774364
2004-10-04,1135.17,1.69,1044.6248,62.803799,10.132285,33.795078
2004-10-05,1134.48,1.68,1014.2736,62.919109,10.139449,34.071404
2004-10-06,1142.05,1.68,1015.7981,63.437889,10.153771,34.561897
2004-10-07,1130.65,1.67,1019.0012,62.991135,9.924626,34.361561
2004-10-08,1122.14,1.67,1020.374,62.47953,9.989075,34.430634
2004-10-12,1121.84,1.69,1027.6951,61.967964,9.895988,34.105961
2004-10-13,1113.65,1.69,1021.7465,61.232998,9.802896,33.4911
2004-10-14,1103.29,1.71,918.03156,61.088886,9.394744,33.650005
2004-10-15,1108.2,1.72,882.34131,61.139305,9.487833,33.864166
2004-10-18,1114.02,1.78,910.25293,61.910301,9.588081,33.677647
2004-10-19,1103.23,1.79,880.05341,64.396263,9.258694,33.37368
2004-10-20,1103.66,1.79,878.52826,63.999912,9.237211,33.760529
2004-10-21,1106.49,1.81,860.98804,63.481129,9.351781,33.719097
2004-10-22,1095.74,1.81,834.297,62.969517,9.287333,33.643097
2004-10-25,1094.8,1.87,855.6499,63.718906,9.093996,33.719097
2004-10-26,1111.09,1.88,920.16669,64.129623,9.201408,34.119762
2004-10-27,1125.4,1.88,915.43866,64.850166,9.409063,33.815804
2004-10-28,1127.4399,1.87,933.58905,64.489922,9.495651,33.580936
2004-10-29,1130.2,1.87,925.96265,64.670044,9.401848,34.002338
2004-11-01,1130.51,1.96,926.87805,64.929436,9.546161,33.725994
2004-11-02,1130.5601,1.94,937.5545,65.188858,9.553375,33.456573
2004-11-03,1143.2,1.92,940.29962,65.714851,9.560591,34.03688
2004-11-04,1161.67,1.94,931.45337,66.565109,9.943011,34.672428
2004-11-05,1166.17,1.99,931.14844,67.213623,9.964659,34.810596
2004-11-08,1164.89,2.04,923.36975,67.408554,9.935799,34.658604
2004-11-09,1164.08,2.04,926.57269,67.408554,10.159481,34.248814
2004-11-10,1162.91,2.04,925.81018,67.581818,10.036813,34.498856
2004-11-12,1184.17,2.04,930.84338,68.816345,10.267713,35.019779
2004-11-15,1183.8101,2.09,958.44995,69.249512,10.3543,34.436344
2004-11-16,1175.4301,2.1,955.55219,68.505913,10.253283,34.318275
2004-11-17,1181.9399,2.09,962.11023,68.917404,10.325437,34.728062
2004-11-18,1183.55,2.09,961.19543,68.657509,10.347084,34.762791
2004-11-19,1170.34,2.1,942.58771,68.18824,10.209989,34.992004
2004-11-22,1177.24,2.16,958.60254,68.664742,10.166697,35.360096
2004-11-23,1176.9399,2.15,979.19305,68.78746,10.166697,35.561527
2004-11-24,1181.76,2.14,979.6507,68.917404,10.159481,35.762959
2004-11-26,1182.65,2.16,973.24445,68.383163,10.282144,35.874104
2004-11-29,1178.5699,2.2,972.78711,68.946304,10.267713,35.679604
2004-11-30,1173.8199,2.19,966.2287,68.036644,10.231637,35.596272
2004-12-01,1191.37,2.18,987.33496,69.220619,10.202775,35.526814
2004-12-02,1190.33,2.18,993.74127,69.134003,10.267713,34.846134
2004-12-03,1191.17,2.17,999.5379,70.086983,10.325437,34.915592
2004-12-06,1190.25,2.22,996.79218,70.512917,10.296576,34.825294
2004-12-07,1177.0699,2.21,987.64038,69.379478,10.267713,34.519695
2004-12-08,1182.8101,2.2,987.64038,69.776535,10.253283,34.741959
2004-12-09,1189.24,2.2,1001.6728,70.397438,10.27493,34.950329
2004-12-10,1188,2.21,991.45325,69.790985,10.260499,34.832249
2004-12-13,1198.6801,2.21,996.02942,69.632164,10.267713,35.193417
2004-12-14,1203.38,2.18,993.13123,70.253029,10.332653,35.186485
2004-12-15,1205.72,2.17,987.18274,70.267479,10.311005,35.082283
2004-12-16,1203.21,2.16,983.36908,70.354088,10.260499,34.797531
2004-12-17,1194.2,2.16,991.45325,69.45166,10.347084,34.589153
2004-12-20,1194.65,2.19,992.21619,69.704315,10.577984,35.464298
2004-12-21,1205.45,2.17,1003.6562,70.043655,10.614058,35.901859
2004-12-22,1209.5699,2.15,1005.7914,70.469597,10.700644,35.62405
2004-12-23,1210.13,2.15,1011.1301,70.549026,10.678996,36.09634
2004-12-27,1204.92,2.24,1002.2831,70.390175,10.635704,35.339294
2004-12-28,1213.54,2.22,1005.0286,70.967789,10.736723,35.457359
2004-12-29,1213.45,2.19,1003.6562,70.881104,10.635704,35.512917
2004-12-30,1213.55,2.18,999.5379,70.967789,10.678996,35.443466
2004-12-31,1211.92,2.18,1001.6728,71.169914,10.563548,35.60321
2005-01-03,1202.08,2.29,1007.164,70.570686,10.614058,34.790577
2005-01-04,1188.05,2.3,1010.52,69.81263,10.577984,34.554417
2005-01-05,1183.74,2.29,1027.2981,69.668236,10.412024,34.373844
2005-01-06,1187.89,2.27,1028.976,69.45166,10.426456,34.81142
2005-01-07,1186.1899,2.28,1030.8068,69.148453,10.570765,34.582207
2005-01-10,1190.25,2.33,1032.6367,69.076248,10.498608,34.714172
2005-01-11,1182.99,2.31,1024.2479,68.585335,10.412024,34.623882
2005-01-12,1187.7,2.3,1018.6039,68.736916,10.332653,35.137863
2005-01-13,1177.45,2.31,1006.7067,68.18824,10.159481,35.110073
2005-01-14,1184.52,2.32,1008.842,67.93557,10.145052,35.471237
2005-01-18,1195.98,2.36,1032.6367,68.513123,10.159481,35.769901
2005-01-19,1184.63,2.33,1022.1122,67.213631,10.051248,35.457359
2005-01-20,1175.41,2.31,1015.0959,67.141411,9.712115,35.228146
2005-01-21,1167.87,2.31,1008.5368,66.69381,9.459573,35.033684
2005-01-24,1163.75,2.34,1012.5027,66.267876,9.43071,35.512917
2005-01-25,1168.41,2.36,1021.96,66.556664,9.546161,35.651836
2005-01-26,1174.0699,2.37,1022.7224,66.383354,9.706113,35.908817
2005-01-27,1174.55,2.4,1012.8076,66.405029,9.589783,35.943539
2005-01-28,1171.36,2.41,1004.5712,67.061989,9.55343,35.610161
2005-01-31,1181.27,2.48,1011.1301,67.444656,9.575244,35.839371
2005-02-01,1189.41,2.47,1017.9939,67.762291,9.509807,36.999283
2005-02-02,1193.1899,2.47,1019.6718,68.079941,9.647946,37.457684
2005-02-03,1189.89,2.44,1010.9774,67.531265,9.531618,37.867485
2005-02-04,1203.03,2.43,1029.8914,68.231567,9.611593,38.402294
2005-02-07,1201.72,2.48,1032.6367,68.246002,9.757006,38.478687
2005-02-08,1202.3,2.48,1033.0947,68.086853,9.567971,38.932365
2005-02-09,1191.99,2.47,1057.1946,67.05249,9.53889,38.764866
2005-02-10,1197.01,2.47,1107.2245,67.09594,9.524349,39.323227
2005-02-11,1205.3,2.5,1115.3088,67.486526,9.495265,39.162689
2005-02-14,1206.14,2.55,1090.4462,67.681786,9.524349,39.665226
2005-02-15,1210.12,2.55,1095.9373,68.231537,9.567971,39.728065
2005-02-16,1210.34,2.53,1076.8712,68.441299,9.633406,40.816875
2005-02-17,1200.75,2.53,1062.8385,67.811989,9.451643,40.572586
2005-02-18,1201.59,2.56,1051.3983,67.464798,9.422564,41.465977
2005-02-22,1184.16,2.63,1035.6875,66.777657,9.277152,40.656338
2005-02-23,1190.8,2.63,1047.1272,66.618523,9.313504,41.472961
2005-02-24,1200.2,2.64,1040.111,67.009094,9.306231,42.666477
2005-02-25,1211.37,2.69,1042.5515,67.124863,9.451643,44.153133
2005-02-28,1203.6,2.72,1018.9088,66.965714,9.197174,44.188023
2005-03-01,1210.41,2.7,1015.0959,67.486526,9.211717,43.343498
2005-03-02,1210.08,2.68,992.46191,67.211639,9.066307,43.748314
2005-03-03,1210.47,2.7,990.93628,66.842743,9.088118,44.006561
2005-03-04,1222.12,2.7,993.07184,66.813805,9.015414,44.369499
2005-03-07,1225.3101,2.71,1004.0553,66.256874,9.102662,43.971661
2005-03-08,1219.4301,2.7,1018.0895,66.640236,9.051764,44.041454
2005-03-09,1207.01,2.7,1000.6995,66.799332,8.97179,42.429165
2005-03-10,1209.25,2.69,1008.6316,66.842743,8.993603,42.136013
2005-03-11,1200.08,2.7,987.12256,66.191757,9.008143,42.610622
2005-03-14,1206.83,2.75,974.00391,66.473839,9.008143,42.771168
2005-03-15,1197.75,2.75,944.5625,66.09771,8.891813,42.122063
2005-03-16,1188.0699,2.74,959.5119,65.569664,8.659158,42.080185
2005-03-17,1190.21,2.73,927.47729,64.998268,8.484666,42.91774
2005-03-18,1189.65,2.75,911.61273,64.578728,8.281093,43.727364
2005-03-21,1183.78,2.8,883.2392,64.745094,8.368339,43.378399
2005-03-22,1171.71,2.83,857.30646,64.737846,8.121143,42.505951
2005-03-23,1172.53,2.77,864.93372,65.475685,7.990273,41.940594
2005-03-24,1171.42,2.78,848.30633,65.60585,8.208391,41.179813
2005-03-28,1174.28,2.79,869.81525,65.851776,8.157495,41.103043
2005-03-29,1165.36,2.78,887.81561,65.533531,8.193848,40.670303
2005-03-30,1181.41,2.77,871.95068,65.591385,8.317447,41.347324
2005-03-31,1180.59,2.73,845.25543,66.09771,8.23747,41.598587
2005-04-01,1172.92,2.74,777.22009,65.417816,8.128412,42.261646
2005-04-04,1176.12,2.75,813.0683,65.331017,8.062978,42.331451
2005-04-05,1181.39,2.74,808.492,64.78849,8.070249,41.919651
2005-04-06,1184.0699,2.71,808.33911,64.376205,8.077518,42.505951
2005-04-07,1191.14,2.71,804.83075,63.971146,8.21566,42.471043
2005-04-08,1181.2,2.73,791.86432,63.363525,8.019354,41.884747
2005-04-11,1181.21,2.71,794.76276,62.350895,7.590398,42.080185
2005-04-12,1187.76,2.71,811.54279,62.025387,7.314118,42.177895
2005-04-13,1173.79,2.72,787.2879,61.171879,7.30685,41.284508
2005-04-14,1162.05,2.72,783.93207,60.499138,7.088731,41.005322
2005-04-15,1142.62,2.73,779.66065,55.479267,6.90697,39.21854
2005-04-18,1145.98,2.85,781.94891,55.443111,6.790643,39.958378
2005-04-19,1152.78,2.85,786.83026,54.596821,6.747018,40.921574
2005-04-20,1137.5,2.81,778.13519,52.086868,6.790643,39.881596
2005-04-21,1159.95,2.82,791.71167,53.547962,7.139626,41.375233
2005-04-22,1152.12,2.87,768.06696,53.678162,7.19052,41.472961
2005-04-25,1162.1,2.88,789.57611,53.967503,7.117816,41.849854
2005-04-26,1151.83,2.86,779.05054,54.560646,6.957863,41.368259
2005-04-27,1156.38,2.83,790.94928,55.73243,6.863347,40.747074
2005-04-28,1143.22,2.82,780.11835,54.907837,6.716382,39.085922
2005-04-29,1156.85,2.84,775.69458,55.247791,6.694334,39.804813
2005-05-02,1162.16,2.88,815.20386,55.341839,6.775167,40.300369
2005-05-03,1161.17,2.85,813.0683,55.312901,6.958876,39.434906
2005-05-04,1175.65,2.81,829.3905,55.754139,7.46591,39.944408
2005-05-05,1172.63,2.75,822.52612,54.61129,7.127887,40.342258
2005-05-06,1171.35,2.8,825.88202,54.582268,7.171976,40.202667
2005-05-09,1178.84,2.86,832.59399,54.379192,7.311596,40.488831
2005-05-10,1166.22,2.84,812.61053,53.160759,7.186672,39.944408
2005-05-11,1171.11,2.81,811.69537,53.146259,7.083797,40.189949
2005-05-12,1159.36,2.82,800.55945,52.667603,6.870695,38.457195
2005-05-13,1154.05,2.76,794,53.059231,6.833955,37.671505
2005-05-16,1165.6899,2.84,805.59326,53.915024,6.914785,37.425964
2005-05-17,1173.8,2.82,814.28851,53.878765,6.841302,37.783749
2005-05-18,1185.5601,2.8,812.30548,55.380043,7.289549,37.636421
2005-05-19,1191.08,2.81,808.492,55.960228,7.355685,38.464199
2005-05-20,1189.28,2.83,820.08551,55.416283,7.348337,37.888958
2005-05-23,1193.86,2.91,815.35632,55.488834,7.47326,38.408092
2005-05-24,1194.0699,2.88,820.69531,54.981148,7.333639,38.611546
2005-05-25,1190.01,2.89,824.96668,55.118961,7.318942,39.060497
2005-05-26,1197.62,2.88,849.83167,55.945736,7.370381,39.439323
2005-05-27,1198.78,2.9,860.35748,55.916733,7.399776,39.846199
2005-05-31,1191.5,2.93,847.39099,54.79258,7.333639,39.425285
2005-06-01,1202.22,2.91,855.87732,55.728149,7.289549,40.091728
2005-06-02,1204.29,2.91,852.67352,56.098038,7.546743,40.211002
2005-06-03,1196.02,2.94,840.46832,54.966633,7.274855,40.091728
2005-06-06,1197.51,2.96,836.80695,54.393677,7.318942,40.407421
2005-06-07,1197.26,2.96,842.60419,54.422703,7.392427,40.302193
2005-06-08,1194.67,2.96,838.33264,54.248642,7.414472,39.797104
2005-06-09,1200.9301,2.93,847.48633,54.34293,7.363035,40.996677
2005-06-10,1198.11,2.94,840.46832,54.226887,7.590833,40.954605
2005-06-13,1200.8199,2.97,846.72369,54.429962,7.730452,41.003719
2005-06-14,1203.91,2.95,847.79138,54.313923,7.9509,41.073875
2005-06-15,1206.58,2.94,845.35052,55.336517,8.200744,41.564922
2005-06-16,1210.96,2.91,842.60419,55.880459,8.355058,42.17524
2005-06-17,1216.96,2.92,847.48633,55.401783,8.288923,42.715408
2005-06-20,1216.1,2.96,849.46967,55.517826,8.164003,42.687366
2005-06-21,1213.61,2.96,858.776,55.416283,8.208094,41.747314
2005-06-22,1213.88,2.97,853.58905,56.010986,7.848023,41.859562
2005-06-23,1200.73,3,842.14661,54.691063,7.642272,41.403576
2005-06-24,1191.5699,3.02,832.07752,53.675713,7.502652,40.79324
2005-06-27,1190.6899,3.09,839.55322,53.581406,7.436516,41.600006
2005-06-28,1201.5699,3.08,841.68915,54.611271,7.642272,41.452679
2005-06-29,1199.85,3.06,892.18683,54.19788,7.649617,40.996677
2005-06-30,1191.33,3.06,886.39002,53.813492,7.524698,40.316223
2005-07-01,1194.4399,3.1,894.17065,54.154377,7.576136,40.905483
2005-07-05,1204.99,3.15,907.59589,54.241405,7.642272,42.189278
2005-07-06,1194.9399,3.12,902.25635,54.981148,7.605529,41.466728
2005-07-07,1197.87,3.08,904.23962,56.119785,7.546743,41.75433
2005-07-08,1211.86,3.1,916.13947,57.512272,7.656969,41.670162
2005-07-11,1219.4399,3.13,923.31006,57.265656,7.870071,42.070019
2005-07-12,1222.21,3.14,923.15753,58.048946,7.921508,42.013912
2005-07-13,1223.29,3.15,924.37781,59.071545,7.855372,41.922703
2005-07-14,1226.5,3.16,925.29321,59.775036,8.00234,41.101921
2005-07-15,1227.92,3.18,933.83698,59.746025,8.083171,40.80027
2005-07-18,1221.13,3.23,916.90234,59.332645,8.031732,40.79324
2005-07-19,1229.35,3.24,926.05603,60.703335,7.965596,41.235214
2005-07-20,1235.2,3.23,925.29321,61.356079,8.031732,41.389553
2005-07-21,1227.04,3.27,923.76758,61.211029,7.81863,40.610867
2005-07-22,1233.6801,3.3,926.66669,61.240055,7.877417,41.740295
2005-07-25,1229.03,3.37,923.00501,61.06599,7.796586,42.048981
2005-07-26,1231.16,3.36,919.95367,61.007973,7.980296,41.810455
2005-07-27,1236.79,3.33,927.42932,60.826641,7.994992,41.810455
2005-07-28,1243.72,3.33,926.51392,60.775894,8.009686,42.091061
2005-07-29,1234.1801,3.34,918.4281,60.529297,7.96519,41.214161
2005-08-01,1235.35,3.41,916.74988,60.507561,8.046769,41.5509
2005-08-02,1244.12,3.41,926.81897,60.420502,8.069019,41.957771
2005-08-03,1245.04,3.38,931.09051,60.964443,7.972602,41.389553
2005-08-04,1235.86,3.39,932.61633,60.282711,7.891026,41.052826
2005-08-05,1226.42,3.44,927.88708,60.456783,7.683368,40.751171
2005-08-08,1223.13,3.47,930.63293,60.602173,7.690783,41.284317
2005-08-09,1231.38,3.44,937.04077,60.70396,7.7427,41.712242
2005-08-10,1229.13,3.43,949.55096,59.628006,7.713033,42.226864
2005-08-11,1237.8101,3.43,956.11108,60.093281,7.683368,42.967052
2005-08-12,1230.39,3.44,950.46613,59.751591,7.520205,43.03756
2005-08-15,1233.87,3.47,948.33032,59.976971,7.527623,42.593437
2005-08-16,1219.34,3.46,940.39716,59.10458,7.460875,41.641731
2005-08-17,1220.24,3.44,938.26129,59.10458,7.364465,41.014343
2005-08-18,1219.02,3.42,936.58307,58.995525,7.238383,40.964985
2005-08-19,1219.71,3.44,933.83698,60.165981,7.238383,41.4655
2005-08-22,1221.73,3.46,930.63293,60.04966,7.238383,41.641731
2005-08-23,1217.59,3.46,926.05603,59.635265,7.268049,41.592407
2005-08-24,1209.59,3.45,913.08832,59.119091,7.357045,41.507797
2005-08-25,1212.37,3.46,910.79993,58.959175,7.28288,41.719299
2005-08-26,1205.1,3.47,904.23962,58.435711,7.2458,41.176476
2005-08-29,1212.28,3.47,908.20618,59.133633,7.2458,41.183525
2005-08-30,1208.41,3.46,904.39209,58.552021,7.230968,41.317467
2005-08-31,1220.33,3.44,903.28619,58.610218,7.394127,42.226864
2005-09-01,1221.59,3.4,905.57477,57.825077,7.216135,43.481678
2005-09-02,1218.02,3.38,905.26953,57.766899,7.312549,42.776722
2005-09-06,1233.39,3.45,917.01837,58.90102,7.386709,43.044609
2005-09-07,1236.36,3.41,917.93402,58.871937,7.512791,43.326595
2005-09-08,1231.67,3.4,911.83051,58.741085,7.357045,43.213787
2005-09-09,1241.48,3.41,934.26013,59.20636,7.342215,44.553223
2005-09-12,1240.5601,3.44,930.90344,59.235432,7.357045,44.073845
2005-09-13,1231.2,3.4,930.75092,58.704731,7.28288,43.615627
2005-09-14,1227.16,3.35,927.24176,58.508446,7.386709,44.038605
2005-09-15,1227.73,3.37,929.98792,58.166733,7.312549,44.031551
2005-09-16,1237.91,3.42,935.32812,58.399406,7.364465,44.905689
2005-09-19,1231.02,3.51,920.83307,57.745083,7.201302,45.561302
2005-09-20,1221.34,3.54,923.27423,57.214375,7.238383,45.490803
2005-09-21,1210.2,3.34,906.33777,56.385628,7.164219,45.800987
2005-09-22,1214.62,3.39,905.87988,56.858173,7.208718,45.808029
2005-09-23,1215.29,3.4,916.40832,56.705494,7.260634,44.997334
2005-09-26,1215.63,3.46,926.02051,56.276577,7.386709,45.540154
2005-09-27,1215.66,3.42,927.08868,56.698215,7.30513,45.554253
2005-09-28,1216.89,3.39,929.98792,57.795994,7.379297,45.610641
2005-09-29,1227.6801,3.46,949.9762,58.4212,7.312549,45.681145
2005-09-30,1228.8101,3.47,945.39874,58.31942,7.312549,44.792896
2005-10-03,1226.7,3.54,938.99017,58.486629,7.334798,44.052696
2005-10-04,1214.47,3.55,933.19226,58.239452,7.253216,42.685081
2005-10-05,1196.39,3.5,932.42902,58.028599,6.986227,41.557148
2005-10-06,1191.49,3.52,940.6684,57.941391,6.912065,41.289272
2005-10-07,1195.9,3.54,944.0257,58.522976,6.845317,42.015377
2005-10-11,1184.87,3.65,941.58429,60.478607,6.459665,41.87439
2005-10-12,1177.6801,3.62,938.68549,59.751591,6.444831,41.55011
2005-10-13,1176.84,3.66,950.12891,59.758846,6.667324,41.000244
2005-10-14,1186.5699,3.69,952.72266,59.867905,6.385499,41.338612
2005-10-17,1190.1,3.78,962.79303,60.042385,6.422583,41.493717
2005-10-18,1178.14,3.77,958.36816,60.68943,6.281672,39.689011
2005-10-19,1195.76,3.77,968.591,61.191048,6.281672,40.30233
2005-10-20,1177.8,3.76,958.21545,60.464046,6.244591,38.913559
2005-10-21,1179.59,3.77,960.04675,60.580383,6.118512,39.033417
2005-10-24,1199.38,3.84,972.25305,60.682152,6.378084,40.076744
2005-10-25,1196.54,3.84,972.71069,60.602173,6.400333,40.323486
2005-10-26,1191.38,3.81,968.89636,60.260494,6.318754,39.618523
2005-10-27,1178.9,3.79,963.25098,59.838818,6.036932,39.195545
2005-10-28,1198.41,3.83,981.10297,59.191803,6.021914,39.696068
2005-10-31,1207.01,3.89,988.73224,59.526237,6.247173,39.576221
2005-11-01,1202.76,3.87,993.00433,59.315411,6.172086,39.75951
2005-11-02,1214.76,3.85,1010.3991,58.930088,6.20963,40.450371
2005-11-03,1219.9399,3.85,1005.821,60.245964,6.292225,41.289272
2005-11-04,1220.14,3.88,1006.8894,60.34045,6.224647,40.816959
2005-11-07,1222.8101,3.87,1012.2296,60.783928,6.26219,40.252983
2005-11-08,1218.59,3.87,1004.7531,60.594463,6.20212,40.649773
2005-11-09,1220.65,3.9,1012.6873,60.368511,6.029421,40.74189
2005-11-10,1230.96,3.88,1025.1992,61.206593,5.87174,39.997913
2005-11-14,1233.76,3.93,1029.9294,61.476215,5.954336,40.139618
2005-11-15,1229.01,3.92,1017.4172,62.328854,5.88676,39.98373
2005-11-16,1231.21,3.91,1012.0768,63.064877,5.744095,40.515144
2005-11-17,1242.8,3.92,1023.3681,63.319946,5.856723,40.65686
2005-11-18,1248.27,3.91,1024.8942,63.96122,6.307242,41.273304
2005-11-21,1254.85,3.91,1031.913,63.611416,6.247173,42.066879
2005-11-22,1261.23,3.84,1043.0513,64.121529,6.26219,42.272358
2005-11-23,1265.61,3.86,1053.8851,64.71183,6.329766,42.421162
2005-11-25,1268.25,3.86,1050.833,64.71183,6.247173,42.591209
2005-11-28,1257.46,3.89,1041.0675,64.937729,6.277208,41.620487
2005-11-29,1257.48,3.89,1038.4735,64.930435,6.404852,41.337067
2005-11-30,1249.48,3.86,1024.549,64.784691,6.104508,41.117413
2005-12-01,1264.67,3.88,1034.7734,65.010582,6.081983,42.052719
2005-12-02,1265.08,3.9,1026.8379,64.602524,6.119526,41.854305
2005-12-05,1262.09,3.95,1012.3413,64.442184,6.05195,42.166073
2005-12-06,1263.7,3.95,1014.3251,64.959587,6.089491,42.293625
2005-12-07,1257.37,3.94,1005.7794,64.653534,6.157069,41.81889
2005-12-08,1255.84,3.85,1005.0167,63.764462,6.134542,42.102299
2005-12-09,1259.37,3.85,1007.4581,63.378174,6.142052,41.450443
2005-12-12,1260.4301,3.83,1003.7955,62.642204,6.149561,41.705524
2005-12-13,1267.4301,3.83,1006.0846,61.002556,6.104508,41.847225
2005-12-14,1272.74,3.81,1007.0004,60.579876,6.127034,42.414082
2005-12-15,1270.9399,3.84,996.47107,60.871357,6.134542,42.15192
2005-12-16,1267.3199,3.84,994.18219,60.754791,6.232155,41.138695
2005-12-19,1259.92,3.89,1004.4059,60.310242,6.179595,40.883602
2005-12-20,1259.62,3.88,998.30225,60.10619,6.04444,41.046562
2005-12-21,1262.79,3.9,1013.8672,60.57259,6.021914,40.812756
2005-12-22,1268.12,3.89,1036.1467,60.645458,5.969353,40.458462
2005-12-23,1268.66,3.9,1039.1987,60.834961,5.93181,40.458462
2005-12-27,1256.54,3.9,1036.9092,60.477852,5.924302,39.586937
2005-12-28,1258.17,3.87,1043.9293,60.51429,5.88676,39.856201
2005-12-29,1254.42,3.92,1054.4583,60.047901,5.864232,39.849117
2005-12-30,1248.29,3.99,1041.1824,59.902138,5.796654,39.799519
2006-01-03,1268.8,4.07,1062.3936,59.80014,5.879249,41.429169
2006-01-04,1273.46,4.09,1063.9197,59.719975,6.014406,41.500031
2006-01-05,1273.48,4.1,1065.293,60.120781,6.269698,41.294559
2006-01-06,1285.45,4.12,1069.8709,61.906185,6.397345,42.10939
2006-01-09,1290.15,4.14,1064.8353,61.01712,6.47243,42.088154
2006-01-10,1289.6899,4.19,1074.2964,61.2649,6.585061,42.414082
2006-01-11,1294.1801,4.2,1080.8579,61.337769,6.705198,42.704586
2006-01-12,1286.0601,4.22,1072.1595,60.900524,6.42738,42.258186
2006-01-13,1287.61,4.23,1068.9554,60.60902,6.419872,43.200565
2006-01-17,1282.9301,4.28,1053.543,60.485142,6.239664,43.604443
2006-01-18,1277.9301,4.25,1046.9812,61.06813,6.164577,42.995087
2006-01-19,1285.04,4.25,1039.1987,60.550728,6.172086,43.576096
2006-01-20,1261.49,4.25,1017.9873,59.29002,5.93181,42.888802
2006-01-23,1263.8199,4.28,1016.4614,59.326443,6.247173,43.363544
2006-01-24,1266.86,4.3,1015.3932,58.918339,6.307242,43.193474
2006-01-25,1264.6801,4.32,1004.2536,58.962074,6.47243,42.662064
2006-01-26,1273.83,4.34,1013.8672,58.82362,6.586382,42.477848
2006-01-27,1283.72,4.34,1017.0717,59.042248,6.571187,43.427311
2006-01-30,1285.1899,4.38,1008.221,59.486763,6.593979,44.716869
2006-01-31,1280.08,4.37,998.91266,59.2463,6.518011,44.461788
2006-02-01,1282.46,4.37,1011.2733,59.712688,6.578786,43.894958
2006-02-02,1270.84,4.37,999.06506,59.195278,6.35848,43.894958
2006-02-03,1264.03,4.37,997.23425,58.277042,6.274915,43.498161
2006-02-06,1265.02,4.38,1007.3055,57.941849,6.160964,43.909134
2006-02-07,1254.78,4.39,1004.1012,58.189625,6.14577,42.902977
2006-02-08,1265.65,4.4,1012.9517,59.029778,6.252125,43.016933
2006-02-09,1263.78,4.41,1024.2443,58.737549,6.350882,42.682156
2006-02-10,1266.99,4.42,1036.1467,59.416962,6.282513,42.333122
2006-02-13,1262.86,4.45,1036.7571,58.766769,6.229334,42.454224
2006-02-14,1275.53,4.45,1043.624,59.241653,6.305302,42.41861
2006-02-15,1280,4.44,1042.0983,59.066307,6.366077,42.568192
2006-02-16,1289.38,4.44,1040.4193,59.110153,6.373673,42.917225
2006-02-17,1287.24,4.43,1028.822,58.964035,6.419254,43.130924
2006-02-21,1283.03,4.46,1026.3805,58.810608,6.373673,43.280506
2006-02-22,1292.67,4.46,1036.2994,59.431602,6.305302,42.924343
2006-02-23,1287.79,4.48,1025.465,58.591442,6.206545,42.618053
2006-02-24,1289.4301,4.49,1021.955,58.518383,6.153367,43.038326
2006-02-27,1294.12,4.51,1024.0914,58.905594,6.138174,42.682156
2006-02-28,1280.66,4.51,1012.6463,58.620659,6.054609,42.290382
